internalId	Name	Mentions
bacteria-10184	labrenzia	2
bacteria-9043	lachnospiraceae bacterium	2
bacteria-11646	lacticaseibacillus	2
bacteria-2948	lacticaseibacillus rhamnosus	2
bacteria-10998	lactobacillus coryniformis	2
bacteria-12067	lactobacillus kefiri	2
bacteria-4554	lactobacillus mucosae	2
bacteria-9184	lactobacillus pentosus	2
bacteria-331	lactobacillus rossiae	2
bacteria-1932	lactobacillus taiwanensis	2
bacteria-6650	lactococcus garvieae	2
bacteria-5684	lactonifactor	2
bacteria-5035	lactonifactor longoviformis	2
bacteria-10786	lawsonia	2
bacteria-10644	lawsonia intracellularis	2
bacteria-7978	lentzea	2
bacteria-7478	leuconostoc mesenteroides	2
bacteria-9648	limosilactobacillus	2
bacteria-136	limosilactobacillus reuteri	2
bacteria-3922	lotus	2
bacteria-10544	lysinibacillus	2
bacteria-7660	magnetococcus marinus	2
bacteria-9875	marinobacter	2
bacteria-7419	megasphaera micronuciformis	2
bacteria-3386	meiothermus	2
bacteria-3106	methylobacterium radiotolerans	2
bacteria-7733	micrococcaceae	2
bacteria-2452	microcystis	2
bacteria-1977	micromonospora echinospora	2
bacteria-9980	mobiluncus curtisii	2
bacteria-4538	mulberry	2
bacteria-862	muribaculum	2
bacteria-1708	muribaculum intestinale	2
bacteria-6731	mycoplasma ovipneumoniae	2
bacteria-12270	myxococcus	2
bacteria-3984	nannocystis	2
bacteria-11139	nocardia nova	2
bacteria-5643	nocardioides	2
bacteria-11840	ocimum	2
bacteria-9028	oligella	2
bacteria-8398	opuntia	2
bacteria-11871	oxalobacteraceae	2
bacteria-12632	paludibacter	2
bacteria-7534	paludibaculum	2
bacteria-12696	pedobacter	2
bacteria-3557	peptoniphilus harei	2
bacteria-3928	perilla	2
bacteria-2969	phascolarctobacterium faecium	2
bacteria-7847	photorhabdus	2
bacteria-5899	phyllobacterium	2
bacteria-9112	pigeon	2
bacteria-4331	populus	2
bacteria-1146	porphyromonas catoniae	2
bacteria-2725	prevotella histicola	2
bacteria-1205	prevotella nanceiensis	2
bacteria-4532	prevotella oris	2
bacteria-10949	propionimicrobium	2
bacteria-12783	propionimicrobium lymphophilum	2
bacteria-3879	providencia rettgeri	2
bacteria-9537	providencia stuartii	2
bacteria-11369	pseudoflavonifractor	2
bacteria-9704	pseudomonas savastanoi	2
bacteria-10201	pseudoramibacter	2
bacteria-3551	psychrobacter	2
bacteria-229	ralstonia solanacearum	2
bacteria-6033	roseomonas genomospecies	2
bacteria-3360	rothia aeria	2
bacteria-8717	ruminococcus albus	2
bacteria-11994	saccharopolyspora	2
bacteria-9076	scardovia	2
bacteria-5969	serratia liquefaciens	2
bacteria-11453	slackia exigua	2
bacteria-7518	sorangium cellulosum	2
bacteria-6037	sporosarcina	2
bacteria-2390	staphylococcus capitis	2
bacteria-7404	staphylococcus sciuri	2
bacteria-1486	streptococcus equinus	2
bacteria-10415	streptococcus lutetiensis	2
bacteria-7636	streptococcus pseudopneumoniae	2
bacteria-4893	streptococcus sobrinus	2
bacteria-1807	streptococcus vestibularis	2
bacteria-10667	streptomyces fradiae	2
bacteria-9864	streptomyces lavendulae	2
bacteria-7651	streptomyces olivaceus	2
bacteria-10984	streptomyces peucetius	2
bacteria-8738	streptomyces pseudovenezuelae	2
bacteria-1337	streptomyces puniceus	2
bacteria-12772	streptomyces venezuelae	2
bacteria-10026	streptomyces violaceus	2
bacteria-9609	succinivibrio	2
bacteria-8885	sutterella wadsworthensis	2
bacteria-12297	synechococcus	2
bacteria-2593	synechococcus elongatus	2
bacteria-10837	tsukamurella tyrosinosolvens	2
bacteria-4708	variovorax	2
bacteria-9837	verrucomicrobiales	2
bacteria-11731	vibrio alginolyticus	2
bacteria-1664	vibrio fluvialis	2
bacteria-3897	vibrio harveyi	2
bacteria-535	virgibacillus	2
bacteria-11988	weissella cibaria	2
bacteria-4880	yersinia pestis	2
bacteria-9175	ziziphus	2
bacteria-5245	ziziphus jujuba	2
bacteria-5882	acetanaerobacterium	1
bacteria-2430	acetivibrio	1
bacteria-7622	acetobacter aceti	1
bacteria-781	acetobacter lovaniensis	1
bacteria-458	acetobacter pomorum	1
bacteria-4449	acetobacter tropicalis	1
bacteria-7595	acetobacteraceae	1
bacteria-2868	acholeplasma laidlawii	1
bacteria-12397	achromobacter spanius	1
bacteria-10182	acidimicrobiales	1
bacteria-12188	acinetobacter haemolyticus	1
bacteria-3780	acinetobacter nosocomialis	1
bacteria-3349	actinoalloteichus	1
bacteria-5173	actinoalloteichus cyanogriseus	1
bacteria-9874	actinomadura madurae	1
bacteria-740	actinomyces pyogenes	1
bacteria-3630	actinoplanes	1
bacteria-7387	aerococcus urinae	1
bacteria-489	aerococcus viridans	1
bacteria-3037	aeromonadaceae	1
bacteria-557	aeromonas dhakensis	1
bacteria-2185	aeromonas sobria	1
bacteria-2698	agrobacterium vitis	1
bacteria-11378	agrococcus	1
bacteria-3855	albizia lebbeck	1
bacteria-11655	alcaligenes faecalis	1
bacteria-11600	alcanivorax	1
bacteria-872	alicyclobacillus	1
bacteria-4118	alistipes communis	1
bacteria-3172	alistipes indistinctus	1
bacteria-7492	alistipes onderdonkii	1
bacteria-12608	alistipes senegalensis	1
bacteria-4230	alloprevotella tannerae	1
bacteria-343	alloscardovia	1
bacteria-3182	amaranthus	1
bacteria-7176	amycolatopsis orientalis	1
bacteria-1182	anabaena	1
bacteria-571	anabaena variabilis	1
bacteria-4024	anaerobiospirillum	1
bacteria-7167	anaerofustis	1
bacteria-9620	anaerolineae	1
bacteria-11282	anaerosphaera	1
bacteria-6963	aquabacterium	1
bacteria-8002	arachis	1
bacteria-9961	arachis hypogaea	1
bacteria-9917	arachnia	1
bacteria-8533	arachnia propionica	1
bacteria-10547	arcanobacterium haemolyticum	1
bacteria-2967	archangium gephyra	1
bacteria-8431	argyranthemum	1
bacteria-11879	armatimonadetes	1
bacteria-11361	arsenophonus	1
bacteria-1908	arthrospira	1
bacteria-5001	arthrospira platensis	1
bacteria-11000	asaccharobacter	1
bacteria-9232	asaia	1
bacteria-10943	atopobium rimae	1
bacteria-6427	aurantimonas	1
bacteria-12021	aureimonas	1
bacteria-12746	aureimonas altamirensis	1
bacteria-6993	azotobacter chroococcum	1
bacteria-3525	azotobacter vinelandii	1
bacteria-4032	bacillus circulans	1
bacteria-3738	bacillus flexus	1
bacteria-4067	bacillus glycinifermentans	1
bacteria-1852	bacillus indicus	1
bacteria-8965	bacillus magaterium	1
bacteria-1376	bacillus safensis	1
bacteria-3115	bacillus stearothermophilus	1
bacteria-9695	bacillus toyonensis	1
bacteria-4425	bacillus vallismortis	1
bacteria-3316	bacterium host	1
bacteria-5740	bacteroides stercoris	1
bacteria-1551	balneola	1
bacteria-9694	bartonella elizabethae	1
bacteria-12327	bifidobacterium angulatum	1
bacteria-2010	bitter gourd	1
bacteria-708	blastomonas	1
bacteria-4927	bordetella hinzii	1
bacteria-10406	bordetella trematum	1
bacteria-6958	bosea	1
bacteria-3712	brachyspira	1
bacteria-9419	brassica napus	1
bacteria-728	brevibacillus brevis	1
bacteria-6143	brevibacillus choshinensis	1
bacteria-4256	brevibacterium casei	1
bacteria-6000	brucella canis	1
bacteria-7533	brucella ovis	1
bacteria-9106	brucella suis	1
bacteria-4224	burkholderia cenocepacia	1
bacteria-7062	burkholderia contaminans	1
bacteria-11592	burkholderia gladioli	1
bacteria-1301	burkholderia mallei	1
bacteria-9605	butyrivibrio fibrisolvens	1
bacteria-2933	caldithrix	1
bacteria-2447	caldora	1
bacteria-766	campylobacter armoricus	1
bacteria-5689	campylobacter lari	1
bacteria-6121	campylobacter ornithocola	1
bacteria-9331	campylobacter ureolyticus	1
bacteria-12236	campylobacterales	1
bacteria-11822	candidatus midichloria	1
bacteria-1076	candidatus saccharimonas	1
bacteria-2462	caproiciproducens	1
bacteria-4376	cardiobacteriaceae	1
bacteria-9912	carica	1
bacteria-7883	carica papaya	1
bacteria-11353	carnobacterium inhibens	1
bacteria-11315	catabacter hongkongensis	1
bacteria-5047	catharanthus	1
bacteria-6732	catharanthus roseus	1
bacteria-2627	cedecea neteri	1
bacteria-2334	cellulomonadaceae	1
bacteria-6805	cellulomonas	1
bacteria-1803	cellulosilyticum	1
bacteria-3224	cellulosilyticum ruminicola	1
bacteria-11322	cellulosimicrobium	1
bacteria-1186	cellulosimicrobium cellulans	1
bacteria-4184	chelativorans	1
bacteria-1330	chelativorans intermedius	1
bacteria-11735	chilli	1
bacteria-11161	chitinophagaceae	1
bacteria-12241	chlamydia pecorum	1
bacteria-6344	chlamydiales	1
bacteria-10430	chondromyces	1
bacteria-9120	chromohalobacter	1
bacteria-852	chromohalobacter israelensis	1
bacteria-3602	chromohalobacter salexigens	1
bacteria-1056	chryseobacterium indologenes	1
bacteria-1816	citrobacter amalonaticus	1
bacteria-9623	citrobacter koseri	1
bacteria-2140	citrobacter portucalensis	1
bacteria-2370	citrobacter werkmanii	1
bacteria-4737	clavibacter	1
bacteria-10781	clavibacter michiganensis	1
bacteria-9382	cleome	1
bacteria-5373	cleome viscosa	1
bacteria-10968	clostridium acetobutylicum	1
bacteria-776	clostridium celatum	1
bacteria-1866	clostridium innocuum	1
bacteria-11773	clostridium ljungdahlii	1
bacteria-5365	clostridium pasteurianum	1
bacteria-11540	clostridium subterminale	1
bacteria-3054	clostridium tyrobutyricum	1
bacteria-11707	comamonas kerstersii	1
bacteria-7256	comamonas testosteroni	1
bacteria-3277	coprococcus comes	1
bacteria-2989	corallococcus coralloides	1
bacteria-12407	coreopsis	1
bacteria-718	coriobacteriaceae bacterium	1
bacteria-2280	corynebacterium afermentans	1
bacteria-2901	corynebacterium glutamicum	1
bacteria-7639	corynebacterium macginleyi	1
bacteria-4210	corynebacterium riegelii	1
bacteria-1431	corynebacterium stationis	1
bacteria-4423	corynebacterium tuberculostearicum	1
bacteria-10902	corynebacterium urealyticum	1
bacteria-9400	cosenzaea	1
bacteria-11056	cronobacter sakazakii	1
bacteria-11464	crotalaria	1
bacteria-9959	cruoricaptor	1
bacteria-6893	cruoricaptor ignavus	1
bacteria-10428	cucurbita	1
bacteria-5830	curtobacterium	1
bacteria-291	curtobacterium pusillum	1
bacteria-4309	cutibacterium avidum	1
bacteria-2014	cutibacterium granulosum	1
bacteria-9373	cutibacterium modestum	1
bacteria-12313	cyanothece	1
bacteria-8236	cycloclasticus	1
bacteria-1094	cystobacter	1
bacteria-11103	datura stramonium	1
bacteria-7730	defluviicoccus	1
bacteria-1634	deinococcus-thermus	1
bacteria-11579	delftia acidovorans	1
bacteria-3762	desulfomicrobium	1
bacteria-3161	desulfovibrionales	1
bacteria-1418	desulfuromonas	1
bacteria-12440	dialister micraerophilus	1
bacteria-7034	dialister succinatiphilus	1
bacteria-10382	dielma	1
bacteria-11419	dietzia papillomatosis	1
bacteria-16	dioscorea	1
bacteria-10347	dolosigranulum	1
bacteria-8536	domibacillus	1
bacteria-1834	dysgonomonas mossii	1
bacteria-2340	edwardsiella hoshinae	1
bacteria-11835	eggerthellaceae	1
bacteria-646	eggerthia	1
bacteria-6122	eggerthia catenaformis	1
bacteria-7876	elaeagnus	1
bacteria-12510	elaeagnus angustifolia	1
bacteria-3362	enhydrobacter	1
bacteria-1362	enterobacter hormaechei	1
bacteria-6882	enterobacter kobei	1
bacteria-5166	enterobacter ludwigii	1
bacteria-8309	enterocloster	1
bacteria-630	enterocloster bolteae	1
bacteria-5202	enterococcus avium	1
bacteria-3522	enterococcus raffinosus	1
bacteria-2606	enterovibrio	1
bacteria-400	entomoplasmatales	1
bacteria-6806	erysipelatoclostridium ramosum	1
bacteria-3159	erysipelothrix rhusiopathiae	1
bacteria-2629	erysipelotrichia	1
bacteria-8828	escherichia fergusonii	1
bacteria-8751	eubacterium brachy	1
bacteria-11499	eubacterium callanderi	1
bacteria-9647	eubacterium nodatum	1
bacteria-9197	exiguobacterium	1
bacteria-10290	exiguobacterium acetylicum	1
bacteria-2898	facklamia tabacinasalis	1
bacteria-10632	faecalicatena	1
bacteria-8610	faecalitalea	1
bacteria-5855	filamentous cyanobacterium	1
bacteria-10341	flammeovirga	1
bacteria-5670	flavobacteriales	1
bacteria-12110	flavobacteriia	1
bacteria-7869	fusibacter	1
bacteria-6501	fusicatenibacter saccharivorans	1
bacteria-4057	fusobacterium naviforme	1
bacteria-4716	gelidibacter	1
bacteria-12231	gemmatimonadales	1
bacteria-8093	geobacter	1
bacteria-3792	gluconobacter kondonii	1
bacteria-1081	glutamicibacter arilaitensis	1
bacteria-12396	gordonia	1
bacteria-11407	gordonia sputi	1
bacteria-10344	granulicella	1
bacteria-4451	haemophilus parasuis	1
bacteria-6262	hafnia paralvei	1
bacteria-8017	halomonas elongata	1
bacteria-803	halomonas meridiana	1
bacteria-335	halomonas stenophila	1
bacteria-992	helcococcus	1
bacteria-12332	helcococcus kunzii	1
bacteria-5216	helianthus annuus	1
bacteria-323	hungatella effluvii	1
bacteria-4418	hungatella hathewayi	1
bacteria-11075	hydrogenophaga	1
bacteria-6781	iamia	1
bacteria-5984	ideonella	1
bacteria-7219	idiomarina	1
bacteria-4020	idiomarina loihiensis	1
bacteria-4964	ignatzschineria	1
bacteria-6356	ignatzschineria indica	1
bacteria-9188	intestinibacter bartlettii	1
bacteria-11483	intrasporangiaceae	1
bacteria-2897	janibacter	1
bacteria-12405	janthinobacterium lividum	1
bacteria-11472	jeotgalibaca	1
bacteria-3098	keratinibaculum	1
bacteria-3975	keratinibaculum paraultunense	1
bacteria-395	kineothrix	1
bacteria-5045	kingella denitrificans	1
bacteria-2579	kingella oralis	1
bacteria-6736	klebsiella grimontii	1
bacteria-3876	klebsiella quasipneumoniae	1
bacteria-7715	kluyvera ascorbata	1
bacteria-12125	kocuria rosea	1
bacteria-5378	kribbella	1
bacteria-11730	kroppenstedtia	1
bacteria-5159	lactobacillus alimentarius	1
bacteria-9723	lactobacillus animalis	1
bacteria-5267	lactobacillus curvatus	1
bacteria-4960	lactobacillus harbinensis	1
bacteria-3050	lactobacillus hilgardii	1
bacteria-4791	lactobacillus paraplantarum	1
bacteria-477	lactobacillus ruminis	1
bacteria-5275	lactobacillus satsumensis	1
bacteria-10306	lactobacillus zeae	1
bacteria-10168	lelliottia	1
bacteria-8624	lelliottia amnigena	1
bacteria-10621	lentibacillus	1
bacteria-12263	lentzea violacea	1
bacteria-5037	leptospira interrogans	1
bacteria-1543	leptothrix	1
bacteria-9958	leptotrichia wadei	1
bacteria-5885	limnobacter	1
bacteria-8305	limnothrix	1
bacteria-10465	listeria innocua	1
bacteria-8765	listeria welshimeri	1
bacteria-4270	luteococcus	1
bacteria-10847	lyngbya majuscula	1
bacteria-10720	lysinibacillus fusiformis	1
bacteria-154	lysinibacillus sphaericus	1
bacteria-7676	macadamia	1
bacteria-5576	mag	1
bacteria-10618	manihot	1
bacteria-10768	mannheimia	1
bacteria-7811	mannheimia haemolytica	1
bacteria-3401	marigold	1
bacteria-11591	marinobacterium	1
bacteria-11002	marmoricola	1
bacteria-11797	massilia	1
bacteria-5916	medicago	1
bacteria-6194	medicago sativa	1
bacteria-6026	megamonas funiformis	1
bacteria-7274	mesoplasma	1
bacteria-12585	mesorhizobium	1
bacteria-2882	methylobacterium mesophilicum	1
bacteria-6928	methylocaldum	1
bacteria-12686	methylococcaceae	1
bacteria-8461	methylophilaceae	1
bacteria-11133	methylotenera	1
bacteria-12558	microbacterium barkeri	1
bacteria-8840	microbacterium oxydans	1
bacteria-614	micrococcus flavus	1
bacteria-8125	micromonospora chalcea	1
bacteria-9848	microvirga	1
bacteria-11129	microvirgula	1
bacteria-10	microvirgula aerodenitrificans	1
bacteria-11279	mitsuokella multacida	1
bacteria-9258	moraxella canis	1
bacteria-4187	moritella	1
bacteria-2861	motilibacter	1
bacteria-2282	murdochiella	1
bacteria-2012	musa	1
bacteria-6821	mutant escherichia	1
bacteria-8422	mutant salmonella	1
bacteria-10183	mutant streptomyces	1
bacteria-6170	mycobacterium paragordonae	1
bacteria-12080	mycobacterium simiae	1
bacteria-10795	mycoplana	1
bacteria-10194	mycoplana ramosa	1
bacteria-8736	mycoplasma gallisepticum	1
bacteria-11991	mycoplasma haemocanis	1
bacteria-6089	myxococcus fulvus	1
bacteria-10920	neisseria bacilliformis	1
bacteria-9183	neisseria cinerea	1
bacteria-2057	neisseria lactamica	1
bacteria-9244	neisseria sicca	1
bacteria-3868	neisseriales	1
bacteria-10702	neorickettsia	1
bacteria-1102	nesterenkonia	1
bacteria-12804	nitrobacter	1
bacteria-6234	nocardia abscessus	1
bacteria-9137	nocardia arthritidis	1
bacteria-11570	nocardia asiatica	1
bacteria-2660	nocardia concava	1
bacteria-12249	nocardia otitidiscaviarum	1
bacteria-5503	nocardiaceae	1
bacteria-910	nocardioidaceae	1
bacteria-9746	nonomuraea	1
bacteria-9570	nostoc commune	1
bacteria-2350	noviherbaspirillum	1
bacteria-472	novosphingobium	1
bacteria-8985	oceanobacillus picturae	1
bacteria-12794	oceanobacillus profundus	1
bacteria-4864	ochrobactrum intermedium	1
bacteria-5909	ochrobactrum pituitosum	1
bacteria-10181	oenococcus	1
bacteria-7669	oenococcus oeni	1
bacteria-8134	oligella ureolytica	1
bacteria-4133	oligella urethralis	1
bacteria-4087	olsenella scatoligenes	1
bacteria-8641	oribacterium asaccharolyticum	1
bacteria-2414	orientia	1
bacteria-1058	orientia tsutsugamushi	1
bacteria-11542	oscillatoria	1
bacteria-6430	paenibacillaceae	1
bacteria-3850	paenibacillus odorifer	1
bacteria-3273	paeniclostridium	1
bacteria-3376	paeniglutamicibacter	1
bacteria-227	pannonibacter	1
bacteria-4869	pannonibacter phragmitetus	1
bacteria-1071	pantoea ananatis	1
bacteria-5369	pantoea calida	1
bacteria-5396	parabacteroides goldsteinii	1
bacteria-5995	parabacteroides merdae	1
bacteria-6406	paraburkholderia	1
bacteria-7117	paraburkholderia fungorum	1
bacteria-4810	paracoccus denitrificans	1
bacteria-9951	paracoccus marcusii	1
bacteria-5884	paracoccus yeei	1
bacteria-4997	parcubacteria	1
bacteria-10597	parthenium	1
bacteria-8327	pasteurella dagmatis	1
bacteria-12731	pelomonas	1
bacteria-11824	peptococcaceae	1
bacteria-10755	peptoniphilaceae	1
bacteria-5404	phaeobacter	1
bacteria-12759	phaseolus	1
bacteria-5638	phaseolus vulgaris	1
bacteria-3564	phormidium	1
bacteria-2515	photobacterium leiognathi	1
bacteria-10840	photobacterium profundum	1
bacteria-4287	physalis	1
bacteria-7169	pilimelia	1
bacteria-4132	pirellula	1
bacteria-11215	planctomyces	1
bacteria-9174	planococcaceae	1
bacteria-441	planococcus	1
bacteria-2102	planococcus maritimus	1
bacteria-3315	polaribacter	1
bacteria-7925	polyangium	1
bacteria-7997	polygonum	1
bacteria-3157	pontibacter	1
bacteria-8465	porphyrobacter	1
bacteria-9336	porphyromonas pasteri	1
bacteria-1471	porphyromonas uenonis	1
bacteria-1457	prauserella	1
bacteria-2787	prevotella buccalis	1
bacteria-1201	prevotella denticola	1
bacteria-5887	prevotella enoeca	1
bacteria-8310	prevotella multisaccharivorax	1
bacteria-2559	prevotella salivae	1
bacteria-4403	prevotella veroralis	1
bacteria-11705	propionibacterium acidifaciens	1
bacteria-234	proteus penneri	1
bacteria-4038	pseudarthrobacter	1
bacteria-8613	pseudoalteromonas haloplanktis	1
bacteria-10368	pseudoalteromonas piscicida	1
bacteria-5356	pseudobacter	1
bacteria-9170	pseudobacter ginsenosidimutans	1
bacteria-2147	pseudobutyrivibrio	1
bacteria-9010	pseudoflavitalea	1
bacteria-110	pseudomonas boreopolis	1
bacteria-251	pseudomonas brassicacearum	1
bacteria-8363	pseudomonas entomophila	1
bacteria-12571	pseudomonas granadensis	1
bacteria-9851	pseudomonas luteola	1
bacteria-4180	pseudomonas mendocina	1
bacteria-5132	pseudomonas oryzihabitans	1
bacteria-3156	pseudomonas otitidis	1
bacteria-1990	pseudomonas panacis	1
bacteria-4892	pseudomonas parafulva	1
bacteria-1698	pseudomonas plecoglossicida	1
bacteria-2457	pseudomonas resinovorans	1
bacteria-9270	pseudomonas syringae	1
bacteria-7317	pseudonocardia	1
bacteria-3040	pseudovibrio	1
bacteria-1905	psychrobacillus	1
bacteria-5162	psychromonas	1
bacteria-2621	quercus	1
bacteria-393	ralstonia eutropha	1
bacteria-3206	ralstonia mannitolilytica	1
bacteria-6065	rheinheimera	1
bacteria-6044	rhodobacter sphaeroides	1
bacteria-10327	rhodopseudomonas	1
bacteria-10420	rhodospirillum	1
bacteria-9994	rhodospirillum rubrum	1
bacteria-5352	rickettsia felis	1
bacteria-8760	rickettsia helvetica	1
bacteria-6076	rickettsia rickettsii	1
bacteria-11242	robinsoniella	1
bacteria-11888	robinsoniella peoriensis	1
bacteria-8718	roseburia inulinivorans	1
bacteria-8266	roseobacter	1
bacteria-2163	rouxiella	1
bacteria-2527	rouxiella badensis	1
bacteria-518	rubrobacter	1
bacteria-3102	ruegeria	1
bacteria-7215	ruminococcaceae bacterium	1
bacteria-1671	ruminococcus callidus	1
bacteria-151	ruthenibacterium	1
bacteria-5618	ruthenibacterium lactatiformans	1
bacteria-2903	saccharothrix mutabilis	1
bacteria-1720	salinibacter	1
bacteria-7722	salinibacter ruber	1
bacteria-11319	saprospiraceae	1
bacteria-10260	schaalia	1
bacteria-8759	schaalia meyeri	1
bacteria-454	schlegelella	1
bacteria-10019	sedimentibacter	1
bacteria-3635	sedimentibacter saalensis	1
bacteria-6629	sediminibacterium	1
bacteria-9423	selenomonas artemidis	1
bacteria-12131	selenomonas bovis	1
bacteria-3264	selenomonas infelix	1
bacteria-11517	selenomonas noxia	1
bacteria-2759	serratia ficaria	1
bacteria-7378	serratia odorifera	1
bacteria-12682	serratia plymuthica	1
bacteria-3627	serratia rubidaea	1
bacteria-9819	setaria	1
bacteria-8602	shuttleworthia satelles	1
bacteria-7726	sinobacteraceae	1
bacteria-4059	siphonobacter	1
bacteria-3426	solibacillus	1
bacteria-8739	sphaerochaeta	1
bacteria-3806	sphaerotilus	1
bacteria-9149	sphaerotilus natans	1
bacteria-11127	sphingobacteriales	1
bacteria-10683	sphingobacterium	1
bacteria-12628	sphingobacterium spiritivorum	1
bacteria-7721	sphingobium yanoikuyae	1
bacteria-5015	sphingomonadales	1
bacteria-9921	spirochaetaceae	1
bacteria-9636	spirochaetia	1
bacteria-297	sporolactobacillus	1
bacteria-7635	sporomusa	1
bacteria-1115	sporosarcina pasteurii	1
bacteria-1976	sporosarcina ureae	1
bacteria-1162	staphylococcus cohnii	1
bacteria-9354	staphylococcus kloosii	1
bacteria-6313	staphylococcus lentus	1
bacteria-5150	staphylococcus pasteuri	1
bacteria-5307	staphylococcus schleiferi	1
bacteria-7537	staphylococcus xylosus	1
bacteria-250	stenotrophomonas rhizophila	1
bacteria-5394	streptacidiphilus	1
bacteria-11739	streptobacillus moniliformis	1
bacteria-1458	streptococcus acidominimus	1
bacteria-5939	streptococcus alactolyticus	1
bacteria-1804	streptococcus australis	1
bacteria-11717	streptococcus chosunense	1
bacteria-3113	streptococcus danieliae	1
bacteria-12329	streptococcus pasteurianus	1
bacteria-7984	streptococcus uberis	1
bacteria-2303	streptomyces aegyptia	1
bacteria-5796	streptomyces atrovirens	1
bacteria-1669	streptomyces avermitilis	1
bacteria-41	streptomyces californicus	1
bacteria-734	streptomyces clavuligerus	1
bacteria-4747	streptomyces coeruleorubidus	1
bacteria-4004	streptomyces collinus	1
bacteria-3094	streptomyces diastatochromogenes	1
bacteria-11383	streptomyces globisporus	1
bacteria-10518	streptomyces gramineus	1
bacteria-6348	streptomyces griseofuscus	1
bacteria-9880	streptomyces griseoincarnatus	1
bacteria-9476	streptomyces hygroscopicus	1
bacteria-1482	streptomyces libani	1
bacteria-10252	streptomyces lividans	1
bacteria-2357	streptomyces lomondensis	1
bacteria-11185	streptomyces luteogriseus	1
bacteria-2066	streptomyces malaysiensis	1
bacteria-10039	streptomyces mobaraensis	1
bacteria-5327	streptomyces monashensis	1
bacteria-10803	streptomyces nitrosporeus	1
bacteria-5743	streptomyces nodosus	1
bacteria-12214	streptomyces nojiriensis	1
bacteria-3930	streptomyces paulus	1
bacteria-12472	streptomyces pulveraceus	1
bacteria-1097	streptomyces samsunensis	1
bacteria-508	streptomyces spectabilis	1
bacteria-8396	streptomyces tanashiensis	1
bacteria-4374	streptomyces violaceochromogenes	1
bacteria-7290	streptomyces violascens	1
bacteria-6238	streptomyces xinghaiensis	1
bacteria-1423	streptomycetaceae	1
bacteria-9325	streptosporangium violaceochromogenes	1
bacteria-4045	succinatimonas	1
bacteria-644	sulfuricurvum	1
bacteria-2145	sulfurimonas	1
bacteria-4971	sulfurospirillum	1
bacteria-2239	sweet potato	1
bacteria-1523	synechocystis	1
bacteria-8563	tagetes	1
bacteria-11478	tagetes erecta	1
bacteria-4565	tateyamaria	1
bacteria-3881	tepidimonas ignava	1
bacteria-344	terribacillus	1
bacteria-3568	tetragenococcus	1
bacteria-5624	thauera	1
bacteria-823	thermoanaerobacter	1
bacteria-7150	thermophilic bacterium	1
bacteria-10842	thermus thermophilus	1
bacteria-2274	thiobacillus	1
bacteria-1052	tissierella	1
bacteria-428	tissierella praeacuta	1
bacteria-5287	trichococcus	1
bacteria-7893	trifolium	1
bacteria-7841	trueperella	1
bacteria-7015	tsukamurella pulmonis	1
bacteria-5804	ulmus	1
bacteria-4756	umezawaea	1
bacteria-3287	vallitalea	1
bacteria-5732	vallitalea guaymasensis	1
bacteria-6332	variovorax paradoxus	1
bacteria-1851	veillonella atypica	1
bacteria-9996	verrucosispora	1
bacteria-7742	vibrio metschnikovii	1
bacteria-6340	vibrionaceae	1
bacteria-8960	victivallis	1
bacteria-5220	vitex negundo	1
bacteria-10233	vitiosangium	1
bacteria-8373	vitiosangium cumulatum	1
bacteria-12809	vk	1
bacteria-2212	vogesella	1
bacteria-5113	wohlfahrtiimonas	1
bacteria-1555	wohlfahrtiimonas chitiniclastica	1
bacteria-1311	wolbachia endosymbiont	1
bacteria-11727	xanthomonas albilineans	1
bacteria-12167	xanthomonas retroflexus	1
bacteria-9977	xenophilus	1
bacteria-6656	xenorhabdus	1
bacteria-12034	xylella	1
bacteria-12546	xylella fastidiosa	1
bacteria-9703	yersinia kristensenii	1
bacteria-9343	zooshikella	1